episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/sample_time_ms,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/__all__/num_agent_steps_trained,info/learner/__all__/num_env_steps_trained,info/learner/__all__/total_loss,info/learner/drone1/total_loss,info/learner/drone1/policy_loss,info/learner/drone1/vf_loss,info/learner/drone1/vf_loss_unclipped,info/learner/drone1/vf_explained_var,info/learner/drone1/entropy,info/learner/drone1/mean_kl_loss,info/learner/drone1/default_optimizer_lr,info/learner/drone1/curr_lr,info/learner/drone1/curr_entropy_coeff,info/learner/drone1/curr_kl_coeff,info/learner/drone2/total_loss,info/learner/drone2/policy_loss,info/learner/drone2/vf_loss,info/learner/drone2/vf_loss_unclipped,info/learner/drone2/vf_explained_var,info/learner/drone2/entropy,info/learner/drone2/mean_kl_loss,info/learner/drone2/default_optimizer_lr,info/learner/drone2/curr_lr,info/learner/drone2/curr_entropy_coeff,info/learner/drone2/curr_kl_coeff,info/learner/drone3/total_loss,info/learner/drone3/policy_loss,info/learner/drone3/vf_loss,info/learner/drone3/vf_loss_unclipped,info/learner/drone3/vf_explained_var,info/learner/drone3/entropy,info/learner/drone3/mean_kl_loss,info/learner/drone3/default_optimizer_lr,info/learner/drone3/curr_lr,info/learner/drone3/curr_entropy_coeff,info/learner/drone3/curr_kl_coeff
nan,nan,nan,nan,0,0,4,0,0,16896,0,5632,0,512,0,18.518120094773487,0.0,5632,0,16896,False,0,11,3628a_00000,2023-11-21_10-58-41,1700544521,27.652397632598877,253.58131527900696,482471,beast,10.10.3.187,253.58131527900696,11,5632,0,16896,0,nan,nan,nan,nan,0,0,[],[],23726.165,2805.883,128.433,5632,0,16896,0,2.8924999999999996,10.682500000000001,[],[],192.0,512.0,2.0546702072024345,2.0546702072024345,-0.009625652292743325,2.150856768246001e-06,2.150856768246001e-06,0.3132861085236073,1.3809992134571076,0.0003971787521436454,2e-05,2e-05,0.1,9.765625145519152e-05,1.0999345071613789,-0.01177370809018612,5.000001897733827,949043.9984393977,-0.04413669034838676,1.3829241171479225,0.0008225447911796024,2e-05,2e-05,0.1,9.765625145519152e-05,1.1024606719613075,-0.010175631567835807,5.0000022766702905,949377.0078147767,-0.05430757105350494,1.373643897473812,0.0006911027922477331,2e-05,2e-05,0.1,9.765625145519152e-05
nan,nan,nan,nan,0,0,4,0,0,18432,0,6144,0,512,0,32.293004669897265,0.0,6144,0,18432,False,0,12,3628a_00000,2023-11-21_10-58-57,1700544537,15.858237266540527,269.4395525455475,482471,beast,10.10.3.187,269.4395525455475,12,6144,0,18432,0,nan,nan,nan,nan,0,0,[],[],23597.836,2866.497,124.512,6144,0,18432,0,3.0217391304347827,10.673913043478256,[],[],192.0,512.0,2.0536253839731216,2.0536253839731216,-0.011779143777675926,3.2107981162265984e-06,3.2107981162265984e-06,-0.0024489648640155792,1.3792699337005616,0.0005682375775182269,2e-05,2e-05,0.1,4.882812572759576e-05,1.101463471353054,-0.010489856638014317,5.000002301970364,949383.2492210518,-0.004968073964118957,1.380473080277443,0.000711637233468565,2e-05,2e-05,0.1,4.882812572759576e-05,1.1018671840429306,-0.011150599829852581,5.000002363033232,949377.334377363,0.10142612233757972,1.3698285400867463,0.0006199563191863433,2e-05,2e-05,0.1,4.882812572759576e-05
nan,nan,nan,nan,0,0,4,0,0,19968,0,6656,0,512,0,35.84671038702189,0.0,6656,0,19968,False,0,13,3628a_00000,2023-11-21_10-59-11,1700544551,14.286218881607056,283.72577142715454,482471,beast,10.10.3.187,283.72577142715454,13,6656,0,19968,0,nan,nan,nan,nan,0,0,[],[],22327.88,2724.91,124.274,6656,0,19968,0,2.6700000000000004,10.699999999999998,[],[],192.0,512.0,2.0551531210541727,2.0551531210541727,-0.011590397177496926,3.2039381499870955e-06,3.2039381499870955e-06,0.18943563103675842,1.3785459786653518,0.000540737630797139,2e-05,2e-05,0.1,2.441406286379788e-05,1.1020689137279986,-0.010156364738941192,5.00000203054382,949382.9781270307,0.10073064044117927,1.3777523890137673,0.0004772635926002078,2e-05,2e-05,0.1,2.441406286379788e-05,1.1025283880531789,-0.01052206326276064,5.000001199038978,949376.388282449,0.07650824189186096,1.3694987028837204,0.0006753384524653683,2e-05,2e-05,0.1,2.441406286379788e-05
nan,nan,nan,nan,0,0,4,0,0,21504,0,7168,0,512,0,31.88847635091009,0.0,7168,0,21504,False,0,14,3628a_00000,2023-11-21_10-59-27,1700544567,16.059128522872925,299.78489995002747,482471,beast,10.10.3.187,299.78489995002747,14,7168,0,21504,0,nan,nan,nan,nan,0,0,[],[],22513.263,2863.555,124.309,7168,0,21504,0,3.0173913043478264,10.673913043478256,[],[],192.0,512.0,2.054626169800758,2.054626169800758,-0.010573459835723043,2.3053716946996873e-06,2.3053716946996873e-06,0.24006466343998908,1.3796780690550805,0.00064827786478876,2e-05,2e-05,0.1,1.220703143189894e-05,1.0995358899235725,-0.01275504007935524,5.0000016308503845,949382.3062516308,0.08823381811380386,1.377094842493534,0.0008613805360775828,2e-05,2e-05,0.1,1.220703143189894e-05,1.10363095626235,-0.009433507546782493,5.0000013755718244,949377.1203138756,0.19286099225282669,1.3693588346242904,0.00065889106628223,2e-05,2e-05,0.1,1.220703143189894e-05
nan,nan,nan,nan,0,0,4,0,0,23040,0,7680,0,512,0,23.036257263971848,0.0,7680,0,23040,False,0,15,3628a_00000,2023-11-21_10-59-50,1700544590,22.229894399642944,322.0147943496704,482471,beast,10.10.3.187,322.0147943496704,15,7680,0,23040,0,nan,nan,nan,nan,0,0,[],[],23142.681,2865.802,123.886,7680,0,23040,0,2.975,10.684375,[],[],192.0,512.0,2.051454883813858,2.051454883813858,-0.01244446011260152,2.1422766497636304e-06,2.1422766497636304e-06,0.1366727963089943,1.376354119181633,0.0007952726063820137,2e-05,2e-05,0.1,6.10351571594947e-06,1.1004432268440723,-0.011962985433638097,5.000001790697825,949382.7554705407,0.23472824916243554,1.375942462682724,0.0005800882084315617,2e-05,2e-05,0.1,6.10351571594947e-06,1.1010909885168076,-0.011994191445410252,5.00000146010315,949376.4085952102,0.14462619423866271,1.369151835143566,0.0007988090233156164,2e-05,2e-05,0.1,6.10351571594947e-06
nan,nan,nan,nan,0,0,4,0,0,24576,0,8192,0,512,0,22.76120944841056,0.0,8192,0,24576,False,0,16,3628a_00000,2023-11-21_11-00-12,1700544612,22.49858045578003,344.51337480545044,482471,beast,10.10.3.187,344.51337480545044,16,8192,0,24576,0,nan,nan,nan,nan,0,0,[],[],22309.144,2880.183,129.446,8192,0,24576,0,2.771875,10.665624999999999,[],[],192.0,512.0,2.039203752577305,2.039203752577305,-0.01495368331670761,3.9473020407854165e-06,3.9473020407854165e-06,0.17122365459799765,1.3693838119506836,0.001135228572515068,2e-05,2e-05,0.1,3.051757857974735e-06,1.0956396348774433,-0.016576829180121423,5.000004047479846,949382.7320352976,-0.05167185440659523,1.3778453528881074,0.0010776352996821003,2e-05,2e-05,0.1,3.051757857974735e-06,1.0954551927745342,-0.017563638277351856,5.000003163213937,949376.4187531632,0.02812141105532646,1.3698196530342102,0.0014033160107768338,2e-05,2e-05,0.1,3.051757857974735e-06
nan,nan,nan,nan,0,0,4,0,0,26112,0,8704,0,512,0,18.705465066870783,0.0,8704,0,26112,False,0,17,3628a_00000,2023-11-21_11-00-40,1700544640,27.40411376953125,371.9174885749817,482471,beast,10.10.3.187,371.9174885749817,17,8704,0,26112,0,nan,nan,nan,nan,0,0,[],[],23191.038,2894.09,126.354,8704,0,26112,0,2.761538461538462,10.692307692307692,[],[],192.0,512.0,2.5758876755833624,2.5758876755833624,-0.011753767682239413,2.07321428824514e-06,2.07321428824514e-06,-0.0017821729183197022,1.3646688491106034,0.0005041747469505253,2e-05,2e-05,0.1,1.5258789289873675e-06,1.6238396748900414,-0.015410709567368031,7.109381432560298,1027171.5547917616,-0.2380210727453232,1.3809497743844985,0.0011389935290964104,2e-05,2e-05,0.1,1.5258789289873675e-06,1.100268156826496,-0.012584733217954636,5.000002891294896,949376.7546903912,0.16999263316392899,1.3714783132076263,0.0008373063833033711,2e-05,2e-05,0.1,1.5258789289873675e-06
nan,nan,nan,nan,0,0,4,0,0,27648,0,9216,0,512,0,19.069267967274346,0.0,9216,0,27648,False,0,18,3628a_00000,2023-11-21_11-01-06,1700544666,26.854167938232422,398.7716565132141,482471,beast,10.10.3.187,398.7716565132141,18,9216,0,27648,0,nan,nan,nan,nan,0,0,[],[],23460.638,3067.789,116.443,9216,0,27648,0,2.805263157894737,10.681578947368417,[],[],192.0,512.0,2.6750363618135453,2.6750363618135453,-0.013622538466006518,3.606078530227208e-06,3.606078530227208e-06,0.33414388820528984,1.369130478799343,0.0010295867320309071,2e-05,2e-05,0.1,7.629394644936838e-07,1.7237607955932617,-0.013044261280447245,7.500011225412993,1139220.7531362255,0.02122153639793396,1.3819774702191352,0.0007335851097185042,2e-05,2e-05,0.1,7.629394644936838e-07,1.1018102489411832,-0.010753456130623817,5.000003112609501,949376.5789093627,0.3875813901424408,1.3743707075715066,0.0005892850852639242,2e-05,2e-05,0.1,7.629394644936838e-07
nan,nan,nan,nan,0,0,4,0,0,29184,0,9728,0,512,0,23.042601636512515,0.0,9728,0,29184,False,0,19,3628a_00000,2023-11-21_11-01-29,1700544689,22.22583031654358,420.9974868297577,482471,beast,10.10.3.187,420.9974868297577,19,9728,0,29184,0,nan,nan,nan,nan,0,0,[],[],22357.428,3237.67,111.831,9728,0,29184,0,3.0125,10.69375,[],[],192.0,512.0,2.6739246740937235,2.6739246740937235,-0.012604955665301532,1.4026380923404247e-06,1.4026380923404247e-06,0.1474084548652172,1.3741557359695435,0.0009174658443093619,2e-05,2e-05,0.1,3.814697322468419e-07,1.7250613525509835,-0.01159891178831458,7.500012440135765,1139235.1945436902,-0.08681978583335877,1.3834286689758302,0.0007508463230880835,2e-05,2e-05,0.1,3.814697322468419e-07,1.0988835118710996,-0.014110665768384933,5.0000021211679595,949376.2515646212,0.11403225287795067,1.3700634405016898,0.0010862206847534138,2e-05,2e-05,0.1,3.814697322468419e-07
nan,nan,nan,nan,0,0,4,0,0,30720,0,10240,0,512,0,15.073754974166441,0.0,10240,0,30720,False,0,20,3628a_00000,2023-11-21_11-02-03,1700544723,33.97035264968872,454.9678394794464,482471,beast,10.10.3.187,454.9678394794464,20,10240,0,30720,0,nan,nan,nan,nan,0,0,[],[],22896.878,3189.965,111.706,10240,0,30720,0,2.7265306122448982,10.685714285714289,[],[],192.0,512.0,2.671257285773754,2.671257285773754,-0.011457742052152753,2.5598962867690036e-06,2.5598962867690036e-06,0.3561369821429253,1.378986294567585,0.0006978018445193968,2e-05,2e-05,0.1,1.9073486612342094e-07,1.7179659307003021,-0.018830220960080624,7.5000075338531556,1654327.257820034,0.04770760759711266,1.3820573896169663,0.0020632043597627716,2e-05,2e-05,0.1,1.9073486612342094e-07,1.1026471138000489,-0.010407240502536297,5.000001516955235,949376.2687515169,0.19434781223535538,1.3694601684808732,0.000438775314239237,2e-05,2e-05,0.1,1.9073486612342094e-07
nan,nan,nan,nan,0,0,4,0,0,32256,0,10752,0,512,0,30.417951042264335,0.0,10752,0,32256,False,0,21,3628a_00000,2023-11-21_11-02-20,1700544740,16.836557388305664,471.8043968677521,482471,beast,10.10.3.187,471.8043968677521,21,10752,0,32256,0,nan,nan,nan,nan,0,0,[],[],21815.235,3192.801,111.953,10752,0,32256,0,3.1041666666666665,10.699999999999998,[],[],192.0,512.0,2.6612308025360107,2.6612308025360107,-0.012494047149084508,1.080189722024727e-06,1.080189722024727e-06,0.3410783424973488,1.3789613977074624,0.0005606121346857118,2e-05,2e-05,0.1,9.536743306171047e-08,1.719910904765129,-0.017733818478882314,7.500004753124317,1708864.8757860032,0.14550716802477837,1.3735645398497582,0.0020448520053615304,2e-05,2e-05,0.1,9.536743306171047e-08,1.091709814965725,-0.021684471517801285,5.000001149976924,949376.89687615,0.19876989722251892,1.3660601109266282,0.0027110351090733785,2e-05,2e-05,0.1,9.536743306171047e-08
nan,nan,nan,nan,0,0,4,0,0,33792,0,11264,0,512,0,31.627717414156457,0.0,11264,0,33792,False,0,22,3628a_00000,2023-11-21_11-02-36,1700544756,16.19815754890442,488.0025544166565,482471,beast,10.10.3.187,488.0025544166565,22,11264,0,33792,0,nan,nan,nan,nan,0,0,[],[],21848.585,3193.713,112.288,11264,0,33792,0,3.5304347826086953,10.6695652173913,[],[],192.0,512.0,2.664685133099556,2.664685133099556,-0.012307696137577295,1.741040695746321e-06,1.741040695746321e-06,0.06432597041130066,1.3751731410622596,0.0008621530172726821,2e-05,2e-05,0.1,4.7683716530855236e-08,1.716807946562767,-0.02251708973199129,7.500004009675896,1708864.26250401,0.027785422652959822,1.3567595586180687,0.0029819923892819844,2e-05,2e-05,0.1,4.7683716530855236e-08,1.097701758891344,-0.016498764976859093,5.000001912178242,949377.1062519122,0.037564652413129805,1.3579993903636933,0.0017546123954748083,2e-05,2e-05,0.1,4.7683716530855236e-08
nan,nan,nan,nan,0,0,4,0,0,35328,0,11776,0,512,0,22.291176361718907,0.0,11776,0,35328,False,0,23,3628a_00000,2023-11-21_11-02-59,1700544779,22.9723699092865,510.974924325943,482471,beast,10.10.3.187,510.974924325943,23,11776,0,35328,0,nan,nan,nan,nan,0,0,[],[],22717.152,3329.922,113.957,11776,0,35328,0,2.903030303030303,10.681818181818182,[],[],192.0,512.0,2.6592154026031496,2.6592154026031496,-0.01703240689821541,2.5972202124080466e-06,2.5972202124080466e-06,0.1037204161286354,1.372966718673706,0.0010272685717815477,2e-05,2e-05,0.1,2.3841858265427618e-08,1.7191672340035438,-0.02044957336038351,7.50000554140667,1708865.7867242913,0.11176530569791794,1.3538457855582238,0.0021712169732495566,2e-05,2e-05,0.1,2.3841858265427618e-08,1.094376590102911,-0.01965015009045601,5.000002694784452,949377.0632839447,0.06074583902955055,1.3597392439842224,0.001119489686763231,2e-05,2e-05,0.1,2.3841858265427618e-08
